cell,window,mase,naive_mase,normalized_mase,flops,flops_weighting,is_native,within_cell_pareto
JenaWeather-10T/tshort,native,0.2558389224744821,0.7428874675800381,0.3443844911099112,31399280640.0,cell,True,True
JenaWeather-10T/tshort,32,0.3629686953571744,0.7428874675800381,0.4885917601215536,705871872.0,cell,False,True
JenaWeather-10T/tshort,48,0.366539532211484,0.7428874675800381,0.4933984596691198,941359104.0,cell,False,False
JenaWeather-10T/tshort,64,0.34689903890608087,0.7428874675800381,0.4669604133128094,941359104.0,cell,False,True
JenaWeather-10T/tshort,96,0.33936301780411926,0.7428874675800381,0.4568161836268379,1176944640.0,cell,False,True
JenaWeather-10T/tshort,128,0.3260157455307454,0.7428874675800381,0.43884943515435026,1412628480.0,cell,False,True
JenaWeather-10T/tshort,192,0.319821332194896,0.7428874675800381,0.43051114220127656,1884291072.0,cell,False,True
JenaWeather-10T/tshort,256,0.3202544315796959,0.7428874675800381,0.4310941368050363,2356346880.0,cell,False,False
JenaWeather-10T/tshort,384,0.3037671897328993,0.7428874675800381,0.4089006787561289,3301638144.0,cell,False,True
JenaWeather-10T/tshort,512,0.2931777359985698,0.7428874675800381,0.3946462267745593,4248502272.0,cell,False,True
JenaWeather-10T/tshort,768,0.285141467211885,0.7428874675800381,0.3838286142324296,6146949120.0,cell,False,True
JenaWeather-10T/tshort,1024,0.28578217382737,0.7428874675800381,0.38469106870022685,8051687424.0,cell,False,False
JenaWeather-10T/tshort,1536,0.2710379741361255,0.7428874675800381,0.3648439177726795,11880038400.0,cell,False,True
JenaWeather-10T/tshort,2048,0.26167641401667824,0.7428874675800381,0.35224233203057154,15733555200.0,cell,False,True
JenaWeather-10T/tshort,2560,0.25635126198404345,0.7428874675800381,0.34507415075813536,19612237824.0,cell,False,True
JenaWeather-10T/tshort,3072,0.25625916179913455,0.7428874675800381,0.34495017480090334,23516086272.0,cell,False,True
JenaWeather-10T/tshort,4096,0.25583892311259837,0.7428874675800381,0.3443844919688788,31399280640.0,cell,False,False
JenaWeather-10T/tmedium,native,0.5845436073349565,0.7160100391723763,0.8163902394589613,34630582272.0,cell,True,False
JenaWeather-10T/tmedium,32,0.7218843911788267,0.7160100391723763,1.0082042872097723,3774873600.0,cell,False,True
JenaWeather-10T/tmedium,48,0.746405505411859,0.7160100391723763,1.0424511732749115,4011638784.0,cell,False,False
JenaWeather-10T/tmedium,64,0.7354145186335014,0.7160100391723763,1.0271008483115047,4011638784.0,cell,False,False
JenaWeather-10T/tmedium,96,0.7554775995414098,0.7160100391723763,1.0551215181488984,4248502272.0,cell,False,False
JenaWeather-10T/tmedium,128,0.6640239979492897,0.7160100391723763,0.9273948151855854,4485464064.0,cell,False,True
JenaWeather-10T/tmedium,192,0.650062018976298,0.7160100391723763,0.9078951179618844,4959682560.0,cell,False,True
JenaWeather-10T/tmedium,256,0.6149897386177863,0.7160100391723763,0.8589121729754549,5434294272.0,cell,False,True
JenaWeather-10T/tmedium,384,0.6312390944140719,0.7160100391723763,0.8816064857745715,6384697344.0,cell,False,False
JenaWeather-10T/tmedium,512,0.6197954995344137,0.7160100391723763,0.8656240354546212,7336673280.0,cell,False,False
JenaWeather-10T/tmedium,768,0.6101086913858702,0.7160100391723763,0.8520951634855349,9245343744.0,cell,False,True
JenaWeather-10T/tmedium,1024,0.5992327024291944,0.7160100391723763,0.8369054477529912,11160305664.0,cell,False,True
JenaWeather-10T/tmedium,1536,0.590675256280066,0.7160100391723763,0.8249538748965272,15009103872.0,cell,False,True
JenaWeather-10T/tmedium,2048,0.5940780076610007,0.7160100391723763,0.829706254325268,18883067904.0,cell,False,False
JenaWeather-10T/tmedium,2560,0.5969332915030718,0.7160100391723763,0.8336940250070471,22782197760.0,cell,False,False
JenaWeather-10T/tmedium,3072,0.5824682204530369,0.7160100391723763,0.8134916950693903,26706493440.0,cell,False,True
JenaWeather-10T/tmedium,4096,0.5845436032240011,0.7160100391723763,0.816390233717484,34630582272.0,cell,False,False
JenaWeather-10T/tlong,native,0.6482221041067636,0.7614923703210493,0.8512522638059652,36627333120.0,cell,True,False
JenaWeather-10T/tlong,32,0.7384848886444016,0.7614923703210493,0.9697863267271508,5671747584.0,cell,False,True
JenaWeather-10T/tlong,48,0.7467625468028501,0.7614923703210493,0.9806566367671038,5909299200.0,cell,False,False
JenaWeather-10T/tlong,64,0.7598478377095449,0.7614923703210493,0.9978403820240365,5909299200.0,cell,False,False
JenaWeather-10T/tlong,96,0.7174875242204315,0.7614923703210493,0.9422123611270522,6146949120.0,cell,False,True
JenaWeather-10T/tlong,128,0.6983149487410055,0.7614923703210493,0.9170347280650917,6384697344.0,cell,False,True
JenaWeather-10T/tlong,192,0.6773901387710659,0.7614923703210493,0.8895560417571545,6860488704.0,cell,False,True
JenaWeather-10T/tlong,256,0.6496907307702328,0.7614923703210493,0.8531808801922988,7336673280.0,cell,False,True
JenaWeather-10T/tlong,384,0.6359082941740872,0.7614923703210493,0.8350816356912215,8290222080.0,cell,False,True
JenaWeather-10T/tlong,512,0.6718661703621006,0.7614923703210493,0.8823019068186306,9245343744.0,cell,False,False
JenaWeather-10T/tlong,768,0.6646326657481286,0.7614923703210493,0.8728027904835289,11160305664.0,cell,False,False
JenaWeather-10T/tlong,1024,0.6465071004639288,0.7614923703210493,0.8490001025110178,13081559040.0,cell,False,False
JenaWeather-10T/tlong,1536,0.6453691918301554,0.7614923703210493,0.8475057886109407,16942940160.0,cell,False,False
JenaWeather-10T/tlong,2048,0.6385750992752474,0.7614923703210493,0.8385837129346688,20829487104.0,cell,False,False
JenaWeather-10T/tlong,2560,0.6378721145503119,0.7614923703210493,0.8376605458061012,24741199872.0,cell,False,False
JenaWeather-10T/tlong,3072,0.6304932793007347,0.7614923703210493,0.8279705797116724,28678078464.0,cell,False,True
JenaWeather-10T/tlong,4096,0.648222099654395,0.7614923703210493,0.8512522579590667,36627333120.0,cell,False,False
JenaWeather-H/tshort,native,0.529031797846014,0.7229102185557323,0.7318084379868653,31399280640.0,cell,True,False
JenaWeather-H/tshort,32,0.6805533326719563,0.7229102185557323,0.9414078196758667,705871872.0,cell,False,True
JenaWeather-H/tshort,48,0.6223639600611441,0.7229102185557323,0.860914597810687,941359104.0,cell,False,True
JenaWeather-H/tshort,64,0.6226821157483822,0.7229102185557323,0.8613547018223215,941359104.0,cell,False,False
JenaWeather-H/tshort,96,0.5788218873275984,0.7229102185557323,0.8006829513130952,1176944640.0,cell,False,True
JenaWeather-H/tshort,128,0.565555129446142,0.7229102185557323,0.7823310764316451,1412628480.0,cell,False,True
JenaWeather-H/tshort,192,0.5568539253143138,0.7229102185557323,0.7702947212820225,1884291072.0,cell,False,True
JenaWeather-H/tshort,256,0.5514703441948031,0.7229102185557323,0.7628476262191441,2356346880.0,cell,False,True
JenaWeather-H/tshort,384,0.5437291750317704,0.7229102185557323,0.7521392851771564,3301638144.0,cell,False,True
JenaWeather-H/tshort,512,0.5420624930202179,0.7229102185557323,0.7498337678822393,4248502272.0,cell,False,True
JenaWeather-H/tshort,768,0.5386724557347351,0.7229102185557323,0.7451443373022489,6146949120.0,cell,False,True
JenaWeather-H/tshort,1024,0.531144895039789,0.7229102185557323,0.734731480350268,8051687424.0,cell,False,True
JenaWeather-H/tshort,1536,0.5273750640855372,0.7229102185557323,0.7295166820841938,11880038400.0,cell,False,True
JenaWeather-H/tshort,2048,0.5278244850063347,0.7229102185557323,0.7301383649837596,15733555200.0,cell,False,False
JenaWeather-H/tshort,2560,0.5227420777523653,0.7229102185557323,0.7231078830186224,19612237824.0,cell,False,True
JenaWeather-H/tshort,3072,0.52411054316173,0.7229102185557323,0.725000877991219,23516086272.0,cell,False,False
JenaWeather-H/tshort,4096,0.5290317997473193,0.7229102185557323,0.7318084406169366,31399280640.0,cell,False,False
JenaWeather-H/tmedium,native,0.8292400887329439,0.8886133410507664,0.9331843788800032,34630582272.0,cell,True,False
