label,normalized_mase,flops_saved_pct,source
Full/native,0.7039989334046809,0.0,logs/experiments/master_recompute/window_ablation_gifteval/Toto-2.0-313m/strategy_comparison_v4_oracle_refresh/comparison.csv
Unconstrained oracle,0.6932473803873336,21.768437158446595,logs/experiments/master_recompute/window_ablation_gifteval/Toto-2.0-313m/strategy_comparison_v4_oracle_refresh/comparison.csv
