cell,window,mase,naive_mase,normalized_mase,flops,flops_weighting,is_native,within_cell_pareto
JenaWeather-10T/tshort,native,0.2721478517607216,0.7428874675800381,0.36633792281790056,10758389760.0,cell,True,False
JenaWeather-10T/tshort,32,0.40252491608941937,0.7428874675800381,0.5418383451811989,1132462080.0,cell,False,True
JenaWeather-10T/tshort,48,0.3811170952500118,0.7428874675800381,0.5130213011824036,1170210816.0,cell,False,False
JenaWeather-10T/tshort,64,0.36276599330806814,0.7428874675800381,0.48831890311702425,1170210816.0,cell,False,True
JenaWeather-10T/tshort,96,0.35419202197195776,0.7428874675800381,0.4767774897667087,1207959552.0,cell,False,True
JenaWeather-10T/tshort,128,0.3462657693438354,0.7428874675800381,0.46610796985416775,1245708288.0,cell,False,True
JenaWeather-10T/tshort,192,0.32389248185384584,0.7428874675800381,0.43599131226284943,1321205760.0,cell,False,True
JenaWeather-10T/tshort,256,0.3125504089015734,0.7428874675800381,0.42072376038285964,1396703232.0,cell,False,True
JenaWeather-10T/tshort,384,0.3081953352293219,0.7428874675800381,0.4148614005204189,1547698176.0,cell,False,True
JenaWeather-10T/tshort,512,0.3078637131482414,0.7428874675800381,0.41441500440317014,1698693120.0,cell,False,True
JenaWeather-10T/tshort,768,0.3070156270886926,0.7428874675800381,0.41327339669465485,2000683008.0,cell,False,True
JenaWeather-10T/tshort,1024,0.30787502113735354,0.7428874675800381,0.41443022607483054,2302672896.0,cell,False,False
JenaWeather-10T/tshort,1536,0.29340763495308964,0.7428874675800381,0.3949556935034419,2906652672.0,cell,False,True
JenaWeather-10T/tshort,2048,0.27886277998510095,0.7428874675800381,0.3753768802878028,3510632448.0,cell,False,True
JenaWeather-10T/tshort,2560,0.2769874680752822,0.7428874675800381,0.3728525249962435,4114612224.0,cell,False,True
JenaWeather-10T/tshort,3072,0.2735041553668162,0.7428874675800381,0.3681636416047752,4718592000.0,cell,False,True
JenaWeather-10T/tshort,4096,0.26927224123592325,0.7428874675800381,0.36246706666499534,5926551552.0,cell,False,True
JenaWeather-10T/tshort,6144,0.26824338255874675,0.7428874675800381,0.361082121135455,8342470656.0,cell,False,True
JenaWeather-10T/tshort,8192,0.2721478541156011,0.7428874675800381,0.36633792598780124,10758389760.0,cell,False,False
JenaWeather-10T/tmedium,native,0.5723670471276296,0.7160100391723763,0.7993841089005106,10758389760.0,cell,True,False
JenaWeather-10T/tmedium,32,0.7254698782932703,0.7160100391723763,1.0132118805650105,1132462080.0,cell,False,True
JenaWeather-10T/tmedium,48,0.6924956394531818,0.7160100391723763,0.9671591200782962,1170210816.0,cell,False,False
JenaWeather-10T/tmedium,64,0.6739128826279934,0.7160100391723763,0.9412059129882561,1170210816.0,cell,False,True
JenaWeather-10T/tmedium,96,0.6545498900678528,0.7160100391723763,0.9141630064634789,1207959552.0,cell,False,True
JenaWeather-10T/tmedium,128,0.6508583806496715,0.7160100391723763,0.9090073393412019,1245708288.0,cell,False,True
JenaWeather-10T/tmedium,192,0.6403005515266924,0.7160100391723763,0.8942619746879594,1321205760.0,cell,False,True
JenaWeather-10T/tmedium,256,0.6422957437178153,0.7160100391723763,0.8970485168898384,1396703232.0,cell,False,False
JenaWeather-10T/tmedium,384,0.6425822878461521,0.7160100391723763,0.8974487125751783,1547698176.0,cell,False,False
JenaWeather-10T/tmedium,512,0.630790110391857,0.7160100391723763,0.8809794219100285,1698693120.0,cell,False,True
JenaWeather-10T/tmedium,768,0.6159694486922016,0.7160100391723763,0.8602804639501844,2000683008.0,cell,False,True
JenaWeather-10T/tmedium,1024,0.6018129362377713,0.7160100391723763,0.8405090757294361,2302672896.0,cell,False,True
JenaWeather-10T/tmedium,1536,0.5991305301998436,0.7160100391723763,0.8367627511094234,2906652672.0,cell,False,True
JenaWeather-10T/tmedium,2048,0.5876043353488037,0.7160100391723763,0.8206649393184564,3510632448.0,cell,False,True
JenaWeather-10T/tmedium,2560,0.5846645039743769,0.7160100391723763,0.8165590871465721,4114612224.0,cell,False,True
JenaWeather-10T/tmedium,3072,0.5810598285773763,0.7160100391723763,0.8115246948897719,4718592000.0,cell,False,True
JenaWeather-10T/tmedium,4096,0.571998263911846,0.7160100391723763,0.798869055764929,5926551552.0,cell,False,True
JenaWeather-10T/tmedium,6144,0.5758370415804255,0.7160100391723763,0.804230401917305,8342470656.0,cell,False,False
JenaWeather-10T/tmedium,8192,0.5723670479109959,0.7160100391723763,0.7993841099945822,10758389760.0,cell,False,False
JenaWeather-10T/tlong,native,0.6146813692269917,0.7614923703210493,0.807206208734355,10758389760.0,cell,True,False
JenaWeather-10T/tlong,32,0.731732100699589,0.7614923703210493,0.9609184927106844,1132462080.0,cell,False,True
JenaWeather-10T/tlong,48,0.7397137006771769,0.7614923703210493,0.9714000159519781,1170210816.0,cell,False,False
JenaWeather-10T/tlong,64,0.7300764924564691,0.7614923703210493,0.9587443300957367,1170210816.0,cell,False,True
JenaWeather-10T/tlong,96,0.7007581040886399,0.7614923703210493,0.9202431060382082,1207959552.0,cell,False,True
JenaWeather-10T/tlong,128,0.6947101421006743,0.7614923703210493,0.9123008570759293,1245708288.0,cell,False,True
JenaWeather-10T/tlong,192,0.6662334481334632,0.7614923703210493,0.8749049551902609,1321205760.0,cell,False,True
JenaWeather-10T/tlong,256,0.6522862517499993,0.7614923703210493,0.856589346358115,1396703232.0,cell,False,True
JenaWeather-10T/tlong,384,0.6310434722492638,0.7614923703210493,0.8286930990302798,1547698176.0,cell,False,True
JenaWeather-10T/tlong,512,0.636168032994034,0.7614923703210493,0.8354227275131098,1698693120.0,cell,False,False
JenaWeather-10T/tlong,768,0.6332210471850034,0.7614923703210493,0.8315527139399098,2000683008.0,cell,False,False
JenaWeather-10T/tlong,1024,0.6414937052348046,0.7614923703210493,0.8424164577832177,2302672896.0,cell,False,False
