constraint,normalized_mase_limit,normalized_mase,flops_saved_pct,native_cells,frontier_index
no worse than full,0.7050399597715596,0.7049802144438048,82.19307863786503,13,133
within 0.1% of oracle,0.6936607097555233,0.6936580825663157,52.9057660158225,25,35
within 0.5% of oracle,0.6964325807235774,0.6963070169500784,67.63989117101895,22,69
within 1% of oracle,0.6998974194336449,0.6996603021239765,76.09451411826959,16,103
within 2% of oracle,0.7068270968537801,0.7068149542010028,83.51937479862787,13,139
within 5% of oracle,0.7276161291141854,0.7268438207183247,90.85306726997426,9,218
within 10% of oracle,0.7622645162148609,0.7622544790639961,94.02860045763231,5,329
