constraint,normalized_mase_limit,normalized_mase,flops_saved_pct,native_cells,frontier_index
no worse than full,0.7047375232106846,0.7044075056038278,82.46740645698762,8,162
within 0.1% of oracle,0.6915620690666177,0.6915235923062122,58.79267578799363,12,41
within 0.5% of oracle,0.6943255538580926,0.6941437016886894,71.04605375366442,10,80
within 1% of oracle,0.6977799098474364,0.6977746497548569,77.26177355973437,9,119
within 2% of oracle,0.7046886218261239,0.7044075056038278,82.46740645698762,8,162
within 5% of oracle,0.7254147577621864,0.7253077329287066,88.44901220033215,6,229
within 10% of oracle,0.7599583176556239,0.7599453275281445,91.51292598459602,3,322
