constraint,normalized_mase_limit,normalized_mase,flops_saved_pct,native_cells,frontier_index
no worse than full,0.709000669052374,0.708926383247444,74.23898531246165,10,103
within 0.1% of oracle,0.6971553875814415,0.6971104483628366,50.9513736601146,16,33
within 0.5% of oracle,0.6999412232960527,0.6999361524130048,62.028864215870485,14,69
within 1% of oracle,0.7034235179393167,0.7032992857405794,67.95224792693023,11,87
within 2% of oracle,0.7103881072258446,0.7103579763470833,75.4502731667899,10,112
within 5% of oracle,0.7312818750854283,0.7301222185529004,83.1787916779229,5,197
within 10% of oracle,0.7661048215180677,0.765047091566408,87.45974120752447,4,254
