wall_ms,isolated_model_forward_ms,pipeline_wrapper_ms,context_normalize_patch_ms,future_patch_ms,input_embedding_ms,encoder_ms,output_projection_ms,inverse_scale_ms,model_misc_ms,n_model_forwards,model,window_size,horizon,batch_size,warmup,repeats,model_forward_fraction,encoder_fraction_of_model
19.303591921925545,17.371135711669922,1.914386548101902,0.47308799624443054,0.2722879946231842,0.2783999890089035,15.673343658447266,0.18534399569034576,0.062463998794555664,0.4220481365919113,1.0,Chronos2-Base,128,48,32,2,5,0.8998913664321361,0.9022636123853387
18.448003567755222,16.59107208251953,1.8499263003468513,0.449535995721817,0.2590720057487488,0.2959679961204529,15.00057601928711,0.17692799866199493,0.05939200147986412,0.33916783705353737,1.0,Chronos2-Base,512,48,32,2,5,0.8993424151065662,0.9041354256481002
35.25401093065739,33.104766845703125,2.1009384393692017,0.5591999888420105,0.18227200210094452,0.6308159977197647,31.457279205322266,0.060416001826524734,0.01820800080895424,0.21014546789228916,1.0,Chronos2-Base,2048,48,32,2,5,0.9390354734619644,0.9502341264610146
124.55490976572037,121.6911392211914,2.669773258268833,0.5631999969482422,0.1884160041809082,1.6874239444732666,118.63756561279297,0.0655359998345375,0.019328000023961067,0.34419878385961056,1.0,Chronos2-Base,8192,48,32,2,5,0.9770079674103933,0.9749071820023961
18.806949257850647,16.686975479125977,2.0858233496546745,0.45321598649024963,0.2632960081100464,0.29068800806999207,15.07532787322998,0.21379199624061584,0.05955199897289276,0.32332731783390045,1.0,Chronos2-Base,128,480,32,2,5,0.8872771043480259,0.9034188305776542
19.319442100822926,17.178943634033203,2.142095059156418,0.46083199977874756,0.26822400093078613,0.3192959874868393,15.641568183898926,0.17510400712490082,0.021503999829292297,0.2805127426981926,1.0,Chronos2-Base,512,480,32,2,5,0.889204954489936,0.9105081498091313
39.71764724701643,37.37200164794922,2.3381900042295456,0.5524799823760986,0.18639999628067017,0.6602879911661148,35.567359924316406,0.19046400487422943,0.023552000522613525,0.1918102279305458,1.0,Chronos2-Base,2048,480,32,2,5,0.9409419801611382,0.9517113977294325
130.53318671882153,126.24531555175781,4.337796106934547,0.7538880109786987,0.19142399728298187,1.789856031537056,123.02438354492188,0.19968000054359436,0.02457600086927414,0.3418314177542925,1.0,Chronos2-Base,8192,480,32,2,5,0.967151103295286,0.9744867206140776
19.520249217748642,17.29840087890625,2.2096988260746,0.46118399500846863,0.2693119943141937,0.35526399314403534,15.628607749938965,0.2805759906768799,0.025599999353289604,0.254175016656518,1.0,Chronos2-Base,128,720,32,2,5,0.8861772555228346,0.9034712433446124
21.861625835299492,19.64841651916504,2.2149696201086044,0.4699839949607849,0.2703680098056793,0.37990400195121765,17.960927963256836,0.2908160090446472,0.026623999699950218,0.23919952847063541,1.0,Chronos2-Base,512,720,32,2,5,0.8987628215390626,0.9141157988857662
46.50987405329943,43.85331344604492,2.6179711297154427,0.5553280115127563,0.187391996383667,0.703263983130455,41.88671875,0.3031040132045746,0.028672000393271446,0.19206351973116398,1.0,Chronos2-Base,2048,720,32,2,5,0.9428817931390195,0.9551551629396368
133.3994483575225,130.206787109375,3.331147700548172,0.4849280118942261,0.1740799993276596,1.7632959485054016,127.11721801757812,0.3256320059299469,0.03049599938094616,0.3246434945613146,1.0,Chronos2-Base,8192,720,32,2,5,0.9760669081659853,0.9762718276029528
11.55191008001566,9.683967590332031,1.8730942383408546,0.4618239998817444,0.2682560086250305,0.2734079957008362,8.014847755432129,0.18217599391937256,0.06054399907588959,0.41443203389644623,1.0,Chronos2-Small,128,48,32,2,5,0.8383001186171719,0.8276409106773277
11.471170000731945,9.581536293029785,1.8989869803190231,0.4628480076789856,0.2659200131893158,0.2693119943141937,7.911424160003662,0.1812479943037033,0.06067200005054474,0.4112001322209835,1.0,Chronos2-Small,512,48,32,2,5,0.835271057130041,0.8256947443552379
13.447142206132412,11.34284782409668,2.0852040126919746,0.5510720014572144,0.3092159926891327,0.39107200503349304,9.782272338867188,0.04608000069856644,0.016383999958634377,0.24684750847518444,1.0,Chronos2-Small,2048,48,32,2,5,0.8435136365943915,0.8624176653490656
39.80701602995396,37.26233673095703,2.5796170085668564,0.5539839863777161,0.187391996383667,1.0036799907684326,35.16313552856445,0.05119999870657921,0.018432000651955605,0.2784618828445673,1.0,Chronos2-Small,8192,48,32,2,5,0.9360746031030784,0.9436642629916284
11.795935221016407,9.61520004272461,2.1775785610079765,0.4615359902381897,0.2672640085220337,0.26848000288009644,7.968768119812012,0.17510400712490082,0.06067200005054474,0.4120323732495308,1.0,Chronos2-Small,128,480,32,2,5,0.8151282507548484,0.828767793119564
11.509350501000881,9.389823913574219,2.1169890090823174,0.4505600035190582,0.26009601354599,0.25599999725818634,7.792640209197998,0.17203199863433838,0.06028800085186958,0.3995199613273144,1.0,Chronos2-Small,512,480,32,2,5,0.8158430758327898,0.8299026990200229
15.203969553112984,12.822015762329102,2.38537360727787,0.5490880012512207,0.31225600838661194,0.38809600472450256,11.21894359588623,0.0942080020904541,0.01945599913597107,0.24492781423032284,1.0,Chronos2-Small,2048,480,32,2,5,0.8433334279930742,0.8749750276276625
41.70448146760464,38.806175231933594,2.8996906355023384,0.5550400018692017,0.18636800348758698,1.0055680125951767,36.65203094482422,0.10444799810647964,0.021503999829292297,0.2832963168621063,1.0,Chronos2-Small,8192,480,32,2,5,0.9305037220538901,0.9444896521176164
11.53532974421978,9.421343803405762,2.1139859408140182,0.45580801367759705,0.26521599292755127,0.27318398654460907,7.789567947387695,0.19020800292491913,0.05939200147986412,0.38876785710453987,1.0,Chronos2-Small,128,720,32,2,5,0.8167381437991998,0.82680009454403
11.471660807728767,9.331583976745605,2.104750521481037,0.4487999975681305,0.26009601354599,0.2592960000038147,7.776256084442139,0.1812479943037033,0.05939200147986412,0.3458555154502392,1.0,Chronos2-Small,512,720,32,2,5,0.8134466432670905,0.8333264860307362
16.25900436192751,13.739328384399414,2.3796696588397026,0.5471360087394714,0.31334400177001953,0.3870079964399338,11.983743667602539,0.158720001578331,0.021503999829292297,0.24230416119098663,1.0,Chronos2-Small,2048,720,32,2,5,0.8450288885198757,0.8722219407179839
42.88760479539633,39.89446258544922,3.016960583627224,0.5545920133590698,0.1884160041809082,1.009663999080658,37.64326477050781,0.17203199863433838,0.02457600086927414,0.279104121029377,1.0,Chronos2-Small,8192,720,32,2,5,0.9302096206065488,0.9435711708079886
18.97039543837309,17.125471115112305,1.8458949625492096,0.45974400639533997,0.26521599292755127,0.2746240049600601,15.452287673950195,0.18038399517536163,0.061184000223875046,0.4167366102337837,1.0,Chronos2-Synth,128,48,32,2,5,0.9027471868336021,0.902298545253706
18.478022888302803,16.616384506225586,1.8747721835970879,0.447488009929657,0.2563199996948242,0.28672000765800476,15.003647804260254,0.17689600586891174,0.05939200147986412,0.38291171193122864,1.0,Chronos2-Synth,512,48,32,2,5,0.8992512135453791,0.9029429836941306
35.24921089410782,33.15302276611328,2.097210466861725,0.549888014793396,0.18227200210094452,0.6287360042333603,31.497024536132812,0.058368001133203506,0.017535999417304993,0.2160642985254526,1.0,Chronos2-Synth,2048,48,32,2,5,0.9405323388857783,0.9500498569417594
125.2325102686882,122.22054290771484,3.0126822888851166,0.562175989151001,0.18636800348758698,1.691487967967987,119.32569885253906,0.06348799914121628,0.01945599913597107,0.3501781150698662,1.0,Chronos2-Synth,8192,48,32,2,5,0.9759489979518007,0.976314586841906
18.667269498109818,16.664831161499023,2.0069039091467857,0.446368008852005,0.25993600487709045,0.289792001247406,15.052800178527832,0.2014400064945221,0.06038400158286095,0.3512323684990406,1.0,Chronos2-Synth,128,480,32,2,5,0.8927299819176258,0.9032674878401716
18.98977719247341,16.83839988708496,2.1416370570659637,0.4553920030593872,0.26214399933815,0.315327987074852,15.349663734436035,0.1658879965543747,0.020479999482631683,0.27049528807401657,1.0,Chronos2-Synth,512,480,32,2,5,0.8867086599498836,0.9115868394483977
40.49395862966776,37.6091194152832,2.415132239460945,0.5681920051574707,0.1884160041809082,0.6563519984483719,35.80809783935547,0.17612800002098083,0.02252800017595291,0.1961298156529665,1.0,Chronos2-Synth,2048,480,32,2,5,0.9287587750862424,0.9521121046190767
130.4373387247324,126.79759979248047,3.6397389322519302,0.573855996131897,0.1955839991569519,1.7315839678049088,123.72582244873047,0.18943999707698822,0.02364799939095974,0.3394893202930689,1.0,Chronos2-Synth,8192,480,32,2,5,0.9720958816866616,0.9757741680538328
19.74564604461193,17.55766487121582,2.18841053545475,0.47779199481010437,0.2734079957008362,0.3592960089445114,15.91420841217041,0.24883200228214264,0.021568000316619873,0.25744081288576126,1.0,Chronos2-Synth,128,720,32,2,5,0.8891917150518783,0.9063966381007929
21.7784671112895,19.624704360961914,2.134444110095501,0.47279998660087585,0.27136000990867615,0.38092800974845886,17.984512329101562,0.25088000297546387,0.02252800017595291,0.2428153157234192,1.0,Chronos2-Synth,512,720,32,2,5,0.9011058611553463,0.9164220769040947
47.01498709619045,44.069984436035156,2.928233250975609,0.5939199924468994,0.17632000148296356,0.7290880084037781,42.01676940917969,0.2662400007247925,0.023552000522613525,0.18857594579458237,1.0,Chronos2-Synth,2048,720,32,2,5,0.937360343115059,0.9534101258911134
133.54742527008057,130.2388458251953,3.308579444885254,0.4887680113315582,0.1772480010986328,1.7674239724874496,127.16544342041016,0.2815999984741211,0.025599999353289604,0.32761545665562153,1.0,Chronos2-Synth,8192,720,32,2,5,0.9752254344238077,0.9764017994377021
