cell,window,mase,naive_mase,normalized_mase,flops,flops_weighting,is_native,within_cell_pareto
JenaWeather-10T/tshort,native,0.3055102443562166,0.7428874675800381,0.4112470026603338,13409323008.0,cell,True,False
JenaWeather-10T/tshort,32,0.38450440454096524,0.7428874675800381,0.5175809544795411,306935808.0,cell,False,True
JenaWeather-10T/tshort,48,0.37780471655524533,0.7428874675800381,0.5085625118780739,408619008.0,cell,False,True
JenaWeather-10T/tshort,64,0.3684978805370149,0.7428874675800381,0.4960345901882013,510339072.0,cell,False,True
JenaWeather-10T/tshort,96,0.37365079368727466,0.7428874675800381,0.5029709208912154,713889792.0,cell,False,False
JenaWeather-10T/tshort,128,0.39741165243675886,0.7428874675800381,0.5349553866231321,917587968.0,cell,False,False
JenaWeather-10T/tshort,192,0.37185096020599556,0.7428874675800381,0.500548167028989,1325426688.0,cell,False,False
JenaWeather-10T/tshort,256,0.3429139784475427,0.7428874675800381,0.46159612782887255,1733855232.0,cell,False,True
JenaWeather-10T/tshort,384,0.3338756357010176,0.7428874675800381,0.44942962463563985,2552481792.0,cell,False,True
JenaWeather-10T/tshort,512,0.3408907411772341,0.7428874675800381,0.4588726503728599,3373467648.0,cell,False,False
JenaWeather-10T/tshort,768,0.34176007143665565,0.7428874675800381,0.46004285487537144,5022517248.0,cell,False,False
JenaWeather-10T/tshort,1024,0.3288347146640306,0.7428874675800381,0.44264404639266874,6681004032.0,cell,False,True
JenaWeather-10T/tshort,1536,0.3156131169387092,0.7428874675800381,0.4248464682905763,10026289152.0,cell,False,True
JenaWeather-10T/tshort,2048,0.3055102416613007,0.7428874675800381,0.4112469990327105,13409323008.0,cell,False,True
JenaWeather-10T/tmedium,native,0.6078149031427253,0.7160100391723763,0.8488915935386718,858196672512.0,cell,True,False
JenaWeather-10T/tmedium,32,0.7672003504391469,0.7160100391723763,1.0714938457091197,122493566976.0,cell,False,True
JenaWeather-10T/tmedium,48,0.685490000669974,0.7160100391723763,0.9573748455570821,129038450688.0,cell,False,True
JenaWeather-10T/tmedium,64,0.7066684722339234,0.7160100391723763,0.9869533017312848,135585693696.0,cell,False,False
JenaWeather-10T/tmedium,96,0.7626131644957924,0.7160100391723763,1.0650872512587728,148687257600.0,cell,False,False
JenaWeather-10T/tmedium,128,0.8150647575452018,0.7160100391723763,1.138342639004505,161798258688.0,cell,False,False
JenaWeather-10T/tmedium,192,0.6944349769009728,0.7160100391723763,0.9698676539558835,188048572416.0,cell,False,False
JenaWeather-10T/tmedium,256,0.6763898311273434,0.7160100391723763,0.9446652897620972,214336634880.0,cell,False,True
JenaWeather-10T/tmedium,384,0.6784790750822436,0.7160100391723763,0.947583187334197,267026006016.0,cell,False,False
JenaWeather-10T/tmedium,512,0.6524546470498227,0.7160100391723763,0.9112367304290647,319866372096.0,cell,False,True
JenaWeather-10T/tmedium,768,0.6493551963699371,0.7160100391723763,0.9069079493920443,426000089088.0,cell,False,True
JenaWeather-10T/tmedium,1024,0.6342838467069699,0.7160100391723763,0.8858588734874832,532737785856.0,cell,False,True
JenaWeather-10T/tmedium,1536,0.6102629682118615,0.7160100391723763,0.8523106308917876,748025118720.0,cell,False,True
JenaWeather-10T/tmedium,2048,0.6078149020214771,0.7160100391723763,0.8488915919727047,858196672512.0,cell,False,True
JenaWeather-10T/tlong,native,0.6532365651031135,0.7614923703210493,0.8578373081107895,1340932300800.0,cell,True,False
JenaWeather-10T/tlong,32,0.7684276842061076,0.7614923703210493,1.0091075290513212,273592098816.0,cell,False,True
JenaWeather-10T/tlong,48,0.7441365136933419,0.7614923703210493,0.977208101743173,283848007680.0,cell,False,True
JenaWeather-10T/tlong,64,0.8457975492445654,0.7614923703210493,1.1107104709243147,294107602944.0,cell,False,False
JenaWeather-10T/tlong,96,0.8482162917347156,0.7614923703210493,1.1138867896694788,314637852672.0,cell,False,False
JenaWeather-10T/tlong,128,0.784090411049269,0.7614923703210493,1.0296759910000046,335182848000.0,cell,False,False
JenaWeather-10T/tlong,192,0.7343372264385668,0.7614923703210493,0.9643395719499674,376317075456.0,cell,False,True
JenaWeather-10T/tlong,256,0.7131176299372968,0.7614923703210493,0.9364737687872599,417510285312.0,cell,False,True
JenaWeather-10T/tlong,384,0.7005648643123623,0.7614923703210493,0.9199893414782349,500073652224.0,cell,False,True
JenaWeather-10T/tlong,512,0.6917311074449717,0.7614923703210493,0.9083887566113552,582872948736.0,cell,False,True
JenaWeather-10T/tlong,768,0.6837466257195255,0.7614923703210493,0.8979034490276694,749179330560.0,cell,False,True
JenaWeather-10T/tlong,1024,0.6713805054416088,0.7614923703210493,0.8816641264029357,916429430784.0,cell,False,True
JenaWeather-10T/tlong,1536,0.6506787388778648,0.7614923703210493,0.8544783431034707,1230760747008.0,cell,False,True
JenaWeather-10T/tlong,2048,0.6532365690737488,0.7614923703210493,0.8578373133250707,1340932300800.0,cell,False,False
JenaWeather-H/tshort,native,0.5358099633677906,0.7229102185557323,0.7411846583636066,13409323008.0,cell,True,True
JenaWeather-H/tshort,32,0.6284329758092477,0.7229102185557323,0.8693098529783738,306935808.0,cell,False,True
JenaWeather-H/tshort,48,0.6305867199798142,0.7229102185557323,0.8722891222088867,408619008.0,cell,False,False
JenaWeather-H/tshort,64,0.6567458241568558,0.7229102185557323,0.9084749493082789,510339072.0,cell,False,False
JenaWeather-H/tshort,96,0.6114422471682098,0.7229102185557323,0.845806618129954,713889792.0,cell,False,True
JenaWeather-H/tshort,128,0.6048286821889092,0.7229102185557323,0.836658089295331,917587968.0,cell,False,True
JenaWeather-H/tshort,192,0.5786031351539231,0.7229102185557323,0.8003803519472814,1325426688.0,cell,False,True
JenaWeather-H/tshort,256,0.560007388486499,0.7229102185557323,0.774656899449161,1733855232.0,cell,False,True
JenaWeather-H/tshort,384,0.5703180444462164,0.7229102185557323,0.788919605515644,2552481792.0,cell,False,False
JenaWeather-H/tshort,512,0.5662794346372712,0.7229102185557323,0.7833330060939153,3373467648.0,cell,False,False
JenaWeather-H/tshort,768,0.54614833592853,0.7229102185557323,0.7554857047389004,5022517248.0,cell,False,True
JenaWeather-H/tshort,1024,0.5437548158436288,0.7229102185557323,0.7521747540517141,6681004032.0,cell,False,True
JenaWeather-H/tshort,1536,0.5413412680597046,0.7229102185557323,0.7488360990957139,10026289152.0,cell,False,True
JenaWeather-H/tshort,2048,0.5358099643741742,0.7229102185557323,0.7411846597557346,13409323008.0,cell,False,False
JenaWeather-H/tmedium,native,0.7465161245328686,0.8886133410507664,0.8400910610346332,858196672512.0,cell,True,False
