constraint,normalized_mase_limit,normalized_mase,flops_saved_pct,native_cells,frontier_index
no worse than full,0.7045267799847655,0.7044196506896077,68.2532446430356,21,92
within 0.1% of oracle,0.6958461344122768,0.6957774506135374,40.38151982563946,31,22
within 0.5% of oracle,0.6986267383459922,0.6984171759242976,54.2874341167199,28,49
within 1% of oracle,0.7021024932631366,0.7018556670040339,63.57744101948314,25,72
within 2% of oracle,0.7090540030974251,0.7090303489282791,73.28212493922057,20,114
within 5% of oracle,0.7299085326002905,0.7297273330847148,84.78537457448775,10,173
within 10% of oracle,0.7646660817717329,0.7632184415365272,90.21108758982666,6,273
