cell,window,mase,naive_mase,normalized_mase,flops,flops_weighting,is_native,within_cell_pareto
JenaWeather-10T/tshort,native,0.2851258147342194,0.7428874675800381,0.3838075444495235,15975831552.0,cell,True,False
JenaWeather-10T/tshort,32,0.42730598198501624,0.7428874675800381,0.5751961106262419,265445376.0,cell,False,True
JenaWeather-10T/tshort,48,0.3671936554433256,0.7428874675800381,0.4942789742293835,303562752.0,cell,False,True
JenaWeather-10T/tshort,64,0.3819333908325181,0.7428874675800381,0.514120115764867,360830976.0,cell,False,False
JenaWeather-10T/tshort,96,0.3534584387925879,0.7428874675800381,0.475790014258797,456523776.0,cell,False,True
JenaWeather-10T/tshort,128,0.3597593045318854,0.7428874675800381,0.4842716026746342,571760640.0,cell,False,False
JenaWeather-10T/tshort,192,0.3328022035972776,0.7428874675800381,0.44798467886580917,764805120.0,cell,False,True
JenaWeather-10T/tshort,256,0.31938703068888885,0.7428874675800381,0.4299265294234868,978573312.0,cell,False,True
JenaWeather-10T/tshort,384,0.3045722355562915,0.7428874675800381,0.409984350050268,1390804992.0,cell,False,True
JenaWeather-10T/tshort,512,0.30073635710568697,0.7428874675800381,0.40482087830252145,1828478976.0,cell,False,True
JenaWeather-10T/tshort,768,0.2863910968259955,0.7428874675800381,0.38551073927645707,2680553472.0,cell,False,True
JenaWeather-10T/tshort,1024,0.30389716724550925,0.7428874675800381,0.4090756413423647,3575371776.0,cell,False,False
JenaWeather-10T/tshort,1536,0.29995397239354826,0.7428874675800381,0.40376771110522397,5411045376.0,cell,False,False
JenaWeather-10T/tshort,2048,0.2917470133993694,0.7428874675800381,0.3927203326632197,7358668800.0,cell,False,False
JenaWeather-10T/tshort,2560,0.28893522152160667,0.7428874675800381,0.38893538272063666,9372948480.0,cell,False,False
JenaWeather-10T/tshort,3072,0.2859443194968792,0.7428874675800381,0.3849093328069528,11476008960.0,cell,False,True
JenaWeather-10T/tshort,4096,0.2851258145331404,0.7428874675800381,0.38380754417885127,15975831552.0,cell,False,True
JenaWeather-10T/tmedium,native,0.6137923931904328,0.7160100391723763,0.8572399262724094,17977989120.0,cell,True,False
JenaWeather-10T/tmedium,32,0.8171497858147349,0.7160100391723763,1.141254648830433,1668636672.0,cell,False,True
JenaWeather-10T/tmedium,48,0.6891028855503117,0.7160100391723763,0.9624207034119716,1708523520.0,cell,False,True
JenaWeather-10T/tmedium,64,0.6563652404231387,0.7160100391723763,0.9166983764387159,1768445952.0,cell,False,True
JenaWeather-10T/tmedium,96,0.6454476288127937,0.7160100391723763,0.9014505293233815,1868562432.0,cell,False,True
JenaWeather-10T/tmedium,128,0.6536067614900146,0.7160100391723763,0.9128458062480624,1989107712.0,cell,False,False
JenaWeather-10T/tmedium,192,0.6772670493933213,0.7160100391723763,0.9458904377600106,2190999552.0,cell,False,False
JenaWeather-10T/tmedium,256,0.6535547621543464,0.7160100391723763,0.9127731824958476,2414499840.0,cell,False,False
JenaWeather-10T/tmedium,384,0.6357182922539014,0.7160100391723763,0.8878622609659458,2845310976.0,cell,False,True
JenaWeather-10T/tmedium,512,0.6063211528992559,0.7160100391723763,0.8468053794330763,3302449152.0,cell,False,True
JenaWeather-10T/tmedium,768,0.6344708487686341,0.7160100391723763,0.886120045889312,4191682560.0,cell,False,False
