cell,window,mase,naive_mase,normalized_mase,flops,flops_weighting,is_native,within_cell_pareto
JenaWeather-10T/tshort,native,0.3133426852724012,0.7428874675800381,0.42179024273099874,5435817984.0,cell,True,True
JenaWeather-10T/tshort,32,0.3861733937694019,0.7428874675800381,0.5198275790374616,41402880.0,cell,False,True
JenaWeather-10T/tshort,48,0.37976938916494224,0.7428874675800381,0.5112071555090896,49711104.0,cell,False,True
JenaWeather-10T/tshort,64,0.36420899473380414,0.7428874675800381,0.4902613257432083,58028544.0,cell,False,True
JenaWeather-10T/tshort,96,0.3540269972650324,0.7428874675800381,0.47655535019089523,74691072.0,cell,False,True
JenaWeather-10T/tshort,128,0.3438026067894939,0.7428874675800381,0.4627923094589732,91390464.0,cell,False,True
JenaWeather-10T/tshort,192,0.32036658004721685,0.7428874675800381,0.4312450997333601,124899840.0,cell,False,True
JenaWeather-10T/tshort,256,0.31656236275330746,0.7428874675800381,0.42612424703368856,158556672.0,cell,False,True
JenaWeather-10T/tshort,384,0.3195766202201767,0.7428874675800381,0.4301817356822563,226312704.0,cell,False,False
JenaWeather-10T/tshort,512,0.31366102329482387,0.7428874675800381,0.4222187571915531,294658560.0,cell,False,True
JenaWeather-10T/tshort,768,0.318014830343417,0.7428874675800381,0.4280794120532856,433119744.0,cell,False,False
JenaWeather-10T/tshort,1024,0.3217992156983536,0.7428874675800381,0.4331735690017994,573940224.0,cell,False,False
JenaWeather-10T/tshort,1536,0.31738852912604437,0.7428874675800381,0.4272363486759846,862659072.0,cell,False,False
JenaWeather-10T/tshort,2048,0.32149955104207156,0.7428874675800381,0.4327701907387924,1160815104.0,cell,False,False
JenaWeather-10T/tshort,2560,0.32122361890358775,0.7428874675800381,0.43239875879179424,1468408320.0,cell,False,False
JenaWeather-10T/tshort,3072,0.31961406590373986,0.7428874675800381,0.4302321412755626,1785438720.0,cell,False,False
JenaWeather-10T/tshort,4096,0.3156202338082348,0.7428874675800381,0.42485604830078805,2447811072.0,cell,False,False
JenaWeather-10T/tshort,6144,0.315212297100864,0.7428874675800381,0.4243069251493374,3885801984.0,cell,False,False
JenaWeather-10T/tmedium,native,0.6609086844028393,0.7160100391723763,0.9230438796176271,5435817984.0,cell,True,False
