label,normalized_mase,flops_saved_pct,source
Full/native,0.6966887535382917,0.0,logs/experiments/master_recompute/window_ablation_gifteval/TiRex2/strategy_comparison_v4_oracle_refresh/comparison.csv
Unconstrained oracle,0.6897480126597578,22.51782623039257,logs/experiments/master_recompute/window_ablation_gifteval/TiRex2/strategy_comparison_v4_oracle_refresh/comparison.csv
