constraint,normalized_mase_limit,normalized_mase,flops_saved_pct,native_cells,frontier_index
no worse than full,0.7039989334046809,0.7038424898791374,63.0686847872429,13,128
within 0.1% of oracle,0.6939406277677208,0.6939190573743225,37.38018340119338,23,32
within 0.5% of oracle,0.6967136172892702,0.6966305781655723,51.61187817837206,16,80
within 1% of oracle,0.7001798541912069,0.6999384237040078,58.011145276937434,14,106
within 2% of oracle,0.7071123279950803,0.7068290782371758,65.64299221798574,9,146
within 5% of oracle,0.7279097494067003,0.7277819564652691,76.36174724264279,3,219
within 10% of oracle,0.762572118426067,0.7621199849027979,82.82384908761308,3,293
