label,normalized_mase,flops_saved_pct,source
Full/native,0.7267075982829937,0.0,logs/experiments/master_recompute/window_ablation_gifteval/Chronos2-Small/strategy_comparison_v4_oracle_refresh/comparison.csv
Unconstrained oracle,0.7046859154317451,52.915630895434674,logs/experiments/master_recompute/window_ablation_gifteval/Chronos2-Small/strategy_comparison_v4_oracle_refresh/comparison.csv
