constraint,normalized_mase_limit,normalized_mase,flops_saved_pct,native_cells,frontier_index
no worse than full,0.750749522156249,0.7503669635739696,12.724569014208598,5,177
within 0.1% of oracle,0.7258586210996926,0.7258354232509671,7.611464517487043,11,31
within 0.5% of oracle,0.7287591550501409,0.7287438204312097,9.67424021104424,8,79
within 1% of oracle,0.7323848224882014,0.7322691715331822,10.675561172440407,7,107
within 2% of oracle,0.7396361573643221,0.7386332784563524,11.64997918794125,5,140
within 5% of oracle,0.7613901619926846,0.7611776463065728,13.307028381717167,4,208
within 10% of oracle,0.7976468363732886,0.7919054991339924,14.185415153201797,4,266
