label,normalized_mase,flops_saved_pct,source
Full/native,0.750749522156249,0.0,logs/experiments/master_recompute/window_ablation_gifteval/Sundial-Base-128M/strategy_comparison_v4_oracle_refresh/comparison.csv
Unconstrained oracle,0.7251334876120805,5.7943625991291885,logs/experiments/master_recompute/window_ablation_gifteval/Sundial-Base-128M/strategy_comparison_v4_oracle_refresh/comparison.csv
