cell,window,mase,naive_mase,normalized_mase,flops,flops_weighting,is_native,within_cell_pareto
JenaWeather-10T/tshort,native,0.29754604536525,0.7428874675800381,0.400526403190659,78878146560.0,cell,True,False
JenaWeather-10T/tshort,32,0.4753206912764159,0.7428874675800381,0.6398286577976297,62720827392.0,cell,False,True
JenaWeather-10T/tshort,48,0.4524125001248665,0.7428874675800381,0.6089919669779917,62808336384.0,cell,False,True
JenaWeather-10T/tshort,64,0.40845525815275224,0.7428874675800381,0.5498211720858591,62895882240.0,cell,False,True
JenaWeather-10T/tshort,96,0.40917624403735087,0.7428874675800381,0.5507916903891861,63071084544.0,cell,False,False
JenaWeather-10T/tshort,128,0.3869098390205812,0.7428874675800381,0.5208189071770764,63246434304.0,cell,False,True
JenaWeather-10T/tshort,192,0.3805249489088616,0.7428874675800381,0.5122242136462803,63597576192.0,cell,False,True
JenaWeather-10T/tshort,256,0.3741624715950691,0.7428874675800381,0.5036596899580315,63949307904.0,cell,False,True
JenaWeather-10T/tshort,384,0.37849318798528725,0.7428874675800381,0.5094892625100162,64654540800.0,cell,False,False
JenaWeather-10T/tshort,512,0.34142168385907984,0.7428874675800381,0.45958735173075904,65362132992.0,cell,False,True
JenaWeather-10T/tshort,768,0.3263868874654639,0.7428874675800381,0.43934902890295324,66784395264.0,cell,False,True
JenaWeather-10T/tshort,1024,0.32064216246402105,0.7428874675800381,0.43161606092039145,68216094720.0,cell,False,True
JenaWeather-10T/tshort,1536,0.3153892410418467,0.7428874675800381,0.4245451091929571,71107805184.0,cell,False,True
JenaWeather-10T/tshort,2048,0.30508836162592246,0.7428874675800381,0.4106791067828217,74037264384.0,cell,False,True
JenaWeather-10T/tshort,2560,0.29730068463181664,0.7428874675800381,0.40019612337825,77004472320.0,cell,False,True
JenaWeather-10T/tshort,2880,0.29754604632177994,0.7428874675800381,0.40052640447824295,78878146560.0,cell,False,False
JenaWeather-10T/tmedium,native,0.6362576106421172,0.7160100391723763,0.8886154883771692,78878146560.0,cell,True,False
JenaWeather-10T/tmedium,32,0.8234464477436341,0.7160100391723763,1.1500487460978086,62720827392.0,cell,False,True
JenaWeather-10T/tmedium,48,0.7641591827816779,0.7160100391723763,1.0672464644000752,62808336384.0,cell,False,True
JenaWeather-10T/tmedium,64,0.7210996963834506,0.7160100391723763,1.007108360124332,62895882240.0,cell,False,True
JenaWeather-10T/tmedium,96,0.6911937830648254,0.7160100391723763,0.9653409103924917,63071084544.0,cell,False,True
JenaWeather-10T/tmedium,128,0.6957412582614456,0.7160100391723763,0.9716920436836906,63246434304.0,cell,False,False
JenaWeather-10T/tmedium,192,0.6915877169690824,0.7160100391723763,0.9658910896954417,63597576192.0,cell,False,False
JenaWeather-10T/tmedium,256,0.6896155163477039,0.7160100391723763,0.9631366581742606,63949307904.0,cell,False,True
JenaWeather-10T/tmedium,384,0.6844600877730158,0.7160100391723763,0.9559364398915013,64654540800.0,cell,False,True
JenaWeather-10T/tmedium,512,0.6801928766051764,0.7160100391723763,0.9499767313198564,65362132992.0,cell,False,True
JenaWeather-10T/tmedium,768,0.6340822446493108,0.7160100391723763,0.8855773103156984,66784395264.0,cell,False,True
JenaWeather-10T/tmedium,1024,0.6357350100392554,0.7160100391723763,0.8878856095007978,68216094720.0,cell,False,False
JenaWeather-10T/tmedium,1536,0.630922187401393,0.7160100391723763,0.881163884420762,71107805184.0,cell,False,True
JenaWeather-10T/tmedium,2048,0.6365636127444808,0.7160100391723763,0.8890428596228536,74037264384.0,cell,False,False
JenaWeather-10T/tmedium,2560,0.6375333888058099,0.7160100391723763,0.890397276472162,77004472320.0,cell,False,False
JenaWeather-10T/tmedium,2880,0.6362576136597575,0.7160100391723763,0.8886154925916916,78878146560.0,cell,False,False
